text,risk_level,age,is_fake_report
He threatened to kill me and the kids. he never gets violent when the kids are around 💀,immediate_danger,50,False
He threatened to kill me and the kids. my kids were home,immediate_danger,32,False
We didn't argue at all today 💚,safe,27,False
He strangled me while I was screaming 🆘. my kids were home,immediate_danger,60,False
Today was peaceful. my kids were home 🌻,safe,23,False
I said he hit me but I just wanted him out. our daughter asked why we were yelling,immediate_danger,58,True
Everything felt calm for once. our daughter asked why we were yelling 🌻,safe,61,False
I even smiled today 🙂 ✨,safe,57,False
I ran out barefoot after he pulled a knife 💀,immediate_danger,20,False
I ran out barefoot after he pulled a knife 💀 🆘,immediate_danger,36,False
He threatened to kill me and the kids,immediate_danger,51,False
I sent my sister a voice note before he smashed my phone,immediate_danger,57,False
He came home drunk and punched the wall 😓,at_risk,51,False
I sent my sister a voice note before he smashed my phone 💢,immediate_danger,26,False
He strangled me while I was screaming 🆘. he never gets violent when the kids are around 💢,immediate_danger,49,False
